,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8,7,1007.7,,25.0,,86,0.8,152,,,0.0,,,,
9,8,1007.5,,26.5,,81,3.9,169,,,0.0,,,,
10,9,1006.9,,27.8,,73,3.5,168,,,0.0,,,,
11,10,1006.8,,28.9,,70,3.7,189,,,0.0,,,,
12,11,1006.7,,30.0,,65,4.4,191,,,0.0,,,,
13,12,1006.5,,30.1,,72,4.7,190,,,0.0,,,,
14,13,1005.9,,30.6,,62,4.4,193,,,0.0,,,,
15,14,1005.1,,30.1,,66,4.9,190,,,0.0,,,,
16,15,1004.7,,30.1,,68,3.7,205,,,0.0,,,,
17,16,1004.4,,29.3,,67,3.7,193,,,0.0,,,,
18,17,1005.0,,28.7,,73,2.3,217,,,0.0,,,,
19,18,1005.4,,28.0,,82,2.0,226,,,0.0,,,,
20,19,1005.9,,27.4,,85,1.3,189,,,0.0,,,,
21,20,1006.1,,27.3,,86,0.9,171,,,0.0,,,,
22,21,1006.9,,27.3,,86,1.0,236,,,0.0,,,,
23,22,1007.4,,27.3,,87,0.2,0,,,0.0,,,,
24,23,1007.3,,27.0,,88,0.7,169,,,0.0,,,,
25,24,1006.6,,26.6,,91,0.9,251,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-24,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1006.1,,26.8,,91,0.3,172,,,0.0,,,,
3,2,1005.7,,26.3,,94,0.0,0,,,0.0,,,,
4,3,1005.4,,25.5,,97,0.4,350,,,0.0,,,,
5,4,1006.3,,25.2,,99,1.9,174,,,0.5,,,,
6,5,1006.5,,22.0,,99,2.3,177,,,6.5,,,,
7,6,1006.7,,22.2,,99,1.3,59,,,0.5,,,,
8,7,1007.0,,22.7,,97,1.6,69,,,0.0,,,,
9,8,1007.0,,23.3,,94,0.8,79,,,0.0,,,,
10,9,1007.5,,24.0,,92,0.6,178,,,0.0,,,,
11,10,1007.6,,24.3,,90,0.6,207,,,0.0,,,,
12,11,1007.3,,25.5,,86,0.7,70,,,0.0,,,,
13,12,1006.8,,26.4,,85,0.9,89,,,0.0,,,,
14,13,1006.2,,26.9,,79,0.6,112,,,0.0,,,,
15,14,1005.4,,26.9,,81,0.9,169,,,0.0,,,,
16,15,1004.9,,27.0,,82,2.2,162,,,0.0,,,,
17,16,1004.6,,27.3,,79,0.7,230,,,0.0,,,,
18,17,1004.7,,27.3,,81,0.6,275,,,0.0,,,,
19,18,1005.4,,27.0,,86,1.3,283,,,0.0,,,,
20,19,1006.1,,26.8,,85,0.0,0,,,0.0,,,,
21,20,1007.1,,25.2,,99,1.9,189,,,3.0,,,,
22,21,1008.0,,24.2,,96,0.4,106,,,0.0,,,,
23,22,1008.1,,24.5,,96,1.4,165,,,0.0,,,,
24,23,1008.1,,24.2,,97,0.3,114,,,0.0,,,,
25,24,1007.6,,24.0,,98,0.8,91,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-25,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1007.0,,24.1,,99,1.0,96,,,0.0,,,,
3,2,1006.9,,23.9,,99,0.2,0,,,0.0,,,,
4,3,1006.6,,23.4,,100,1.3,344,,,0.0,,,,
5,4,1006.4,,23.0,,98,2.0,4,,,0.0,,,,
6,5,1006.6,,23.4,,99,1.6,17,,,0.0,,,,
7,6,1006.8,,23.5,,93,1.3,63,,,0.0,,,,
8,7,1007.5,,24.1,,86,0.9,47,,,0.0,,,,
9,8,1007.9,,24.7,,84,0.6,63,,,0.0,,,,
10,9,1008.3,,26.8,,76,0.4,11,,,0.0,,,,
11,10,1008.6,,28.1,,72,1.0,341,,,0.0,,,,
12,11,1008.6,,27.8,,76,2.0,305,,,0.0,,,,
13,12,1008.4,,28.1,,78,1.8,340,,,0.0,,,,
14,13,1008.2,,26.9,,90,2.5,321,,,0.0,,,,
15,14,1008.1,,25.4,,96,3.7,332,,,0.0,,,,
16,15,1007.7,,25.2,,97,2.7,350,,,0.0,,,,
17,16,1007.5,,25.5,,96,1.2,351,,,0.0,,,,
18,17,1007.8,,25.6,,95,1.2,277,,,0.0,,,,
19,18,1008.0,,24.7,,98,1.8,331,,,0.0,,,,
20,19,1008.2,,24.2,,99,2.7,346,,,0.0,,,,
21,20,1008.6,,24.0,,99,1.9,18,,,0.0,,,,
22,21,1009.1,,23.9,,99,1.0,15,,,0.0,,,,
23,22,1009.3,,23.9,,100,0.9,353,,,0.0,,,,
24,23,1009.2,,23.7,,99,1.1,315,,,0.0,,,,
25,24,1008.9,,23.5,,100,1.2,325,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-26,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1008.9,,23.6,,100,0.8,352,,,0.0,,,,
3,2,1008.1,,23.7,,100,0.5,26,,,0.0,,,,
4,3,1007.3,,23.7,,100,0.4,74,,,0.0,,,,
5,4,1007.4,,23.5,,100,1.2,295,,,0.0,,,,
6,5,1007.6,,23.5,,99,0.0,0,,,0.0,,,,
7,6,1007.9,,23.6,,99,1.1,105,,,0.0,,,,
8,7,1008.4,,25.0,,97,0.0,0,,,0.0,,,,
9,8,1008.5,,26.3,,91,0.2,0,,,0.0,,,,
10,9,1008.5,,28.0,,83,1.4,175,,,0.0,,,,
11,10,1008.3,,28.2,,79,1.9,199,,,0.0,,,,
12,11,1008.3,,29.3,,73,2.1,211,,,0.0,,,,
13,12,1007.7,,29.6,,73,2.4,238,,,0.0,,,,
14,13,1006.5,,29.7,,72,3.0,195,,,0.0,,,,
15,14,1005.6,,30.2,,72,3.2,229,,,0.0,,,,
16,15,1004.8,,29.9,,75,2.8,218,,,0.0,,,,
17,16,1004.3,,29.3,,77,3.1,207,,,0.0,,,,
18,17,1004.1,,28.6,,81,3.4,214,,,0.0,,,,
19,18,1005.0,,28.1,,79,2.6,220,,,0.0,,,,
20,19,1005.6,,27.1,,89,1.5,222,,,0.0,,,,
21,20,1005.9,,26.7,,92,1.2,184,,,0.0,,,,
22,21,1006.6,,26.8,,93,1.1,227,,,0.0,,,,
23,22,1006.8,,26.8,,93,0.3,234,,,0.0,,,,
24,23,1006.4,,26.4,,96,1.8,171,,,0.0,,,,
25,24,1006.0,,26.2,,97,1.0,175,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-27,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1005.5,,25.8,,98,1.3,167,,,0.0,,,,
3,2,1004.4,,25.5,,99,1.8,167,,,0.0,,,,
4,3,1004.6,,25.4,,100,1.8,182,,,0.0,,,,
5,4,1004.9,,25.0,,99,2.2,173,,,2.0,,,,
6,5,1004.9,,24.9,,100,0.3,186,,,3.0,,,,
7,6,1005.6,,22.8,,99,1.2,8,,,3.5,,,,
8,7,1005.9,,23.1,,99,1.3,76,,,0.5,,,,
9,8,1006.3,,23.7,,99,0.4,138,,,0.0,,,,
10,9,1006.3,,24.2,,99,1.1,132,,,1.5,,,,
11,10,1005.8,,26.9,,91,1.4,100,,,0.0,,,,
12,11,1004.9,,28.3,,82,3.1,172,,,0.0,,,,
13,12,1004.3,,29.3,,70,3.5,192,,,0.0,,,,
14,13,1004.0,,29.2,,77,3.0,215,,,0.0,,,,
15,14,1003.8,,28.2,,81,3.7,215,,,0.0,,,,
16,15,1003.6,,27.6,,83,3.5,216,,,0.0,,,,
17,16,1003.1,,27.9,,78,3.3,224,,,0.0,,,,
18,17,1003.4,,27.5,,83,3.1,213,,,0.0,,,,
19,18,1003.8,,27.1,,88,1.9,209,,,0.0,,,,
20,19,1003.6,,26.2,,91,2.5,172,,,0.0,,,,
21,20,1004.1,,25.7,,93,1.9,192,,,0.0,,,,
22,21,1004.7,,25.4,,96,0.8,189,,,0.0,,,,
23,22,1005.1,,25.1,,99,2.5,188,,,0.0,,,,
24,23,1005.2,,25.0,,97,2.5,188,,,0.0,,,,
25,24,1005.1,,24.5,,96,3.0,180,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-28,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1004.7,,24.1,,97,2.8,174,,,0.0,,,,
3,2,1004.8,,24.1,,97,1.8,173,,,0.0,,,,
4,3,1005.0,,24.3,,96,0.6,145,,,0.0,,,,
5,4,1005.2,,24.3,,96,0.3,153,,,0.0,,,,
6,5,1005.5,,24.5,,95,1.1,165,,,0.0,,,,
7,6,1005.4,,24.4,,97,1.0,169,,,0.0,,,,
8,7,1005.8,,25.8,,90,0.6,108,,,0.0,,,,
9,8,1006.4,,25.7,,92,2.4,348,,,0.0,,,,
10,9,1006.6,,26.5,,87,2.9,344,,,0.0,,,,
11,10,1007.1,,26.2,,82,3.7,337,,,0.0,,,,
12,11,1006.9,,26.8,,80,3.7,333,,,0.0,,,,
13,12,1006.8,,26.6,,87,5.0,333,,,0.0,,,,
14,13,1006.0,,26.4,,84,4.3,341,,,0.0,,,,
15,14,1005.8,,26.5,,77,4.5,347,,,0.0,,,,
16,15,1005.3,,27.1,,73,4.5,347,,,0.0,,,,
17,16,1005.6,,26.9,,73,4.8,348,,,0.0,,,,
18,17,1006.1,,26.4,,77,4.0,334,,,0.0,,,,
19,18,1006.3,,25.5,,82,3.9,344,,,0.0,,,,
20,19,1006.7,,24.2,,84,3.0,341,,,0.0,,,,
21,20,1007.4,,23.6,,79,4.3,351,,,0.0,,,,
22,21,1008.0,,23.0,,86,1.9,341,,,0.0,,,,
23,22,1008.2,,22.6,,86,2.3,330,,,0.0,,,,
24,23,1008.0,,21.9,,85,2.7,344,,,0.0,,,,
25,24,1007.8,,21.0,,78,3.7,340,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-29,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1007.9,,20.6,,72,3.8,342,,,0.0,,,,
3,2,1007.7,,20.5,,70,3.5,346,,,0.0,,,,
4,3,1007.3,,20.0,,72,1.9,343,,,0.0,,,,
5,4,1007.2,,19.6,,75,2.1,347,,,0.0,,,,
6,5,1007.4,,19.3,,77,1.8,344,,,0.0,,,,
7,6,1008.0,,19.9,,70,2.5,352,,,0.0,,,,
8,7,1008.8,,20.7,,67,3.2,345,,,0.0,,,,
9,8,1009.6,,21.5,,64,3.2,337,,,0.0,,,,
10,9,1010.0,,23.0,,58,4.0,353,,,0.0,,,,
11,10,1010.2,,24.1,,54,4.5,351,,,0.0,,,,
12,11,1010.0,,25.5,,53,4.1,336,,,0.0,,,,
13,12,1009.7,,26.6,,51,4.5,336,,,0.0,,,,
14,13,1009.2,,26.9,,59,5.5,342,,,0.0,,,,
15,14,1008.9,,26.5,,61,6.8,338,,,0.0,,,,
16,15,1008.5,,26.4,,62,6.2,350,,,0.0,,,,
17,16,1008.1,,25.9,,64,5.7,343,,,0.0,,,,
18,17,1008.5,,25.1,,65,5.3,336,,,0.0,,,,
19,18,1008.8,,23.8,,69,5.0,335,,,0.0,,,,
20,19,1009.3,,22.7,,70,4.8,339,,,0.0,,,,
21,20,1010.2,,22.3,,73,3.3,347,,,0.0,,,,
22,21,1010.3,,21.9,,70,3.6,345,,,0.0,,,,
23,22,1010.3,,21.1,,74,1.9,339,,,0.0,,,,
24,23,1009.9,,20.2,,83,1.7,333,,,0.0,,,,
25,24,1009.4,,20.2,,83,0.2,0,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-30,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1009.2,,19.9,,83,1.4,310,,,0.0,,,,
3,2,1008.8,,19.7,,85,0.8,48,,,0.0,,,,
4,3,1008.9,,20.6,,82,0.4,95,,,0.0,,,,
5,4,1008.8,,20.4,,87,0.0,0,,,0.0,,,,
6,5,1009.0,,20.0,,95,0.3,347,,,0.0,,,,
7,6,1009.4,,20.1,,94,0.2,0,,,0.0,,,,
8,7,1009.8,,22.3,,80,0.2,0,,,0.0,,,,
9,8,1009.9,,23.2,,78,0.0,0,,,0.0,,,,
10,9,1010.3,,23.0,,80,1.3,327,,,0.0,,,,
11,10,1010.4,,23.1,,84,1.7,330,,,0.0,,,,
12,11,1009.9,,24.4,,76,1.2,343,,,0.0,,,,
13,12,1009.3,,25.4,,70,1.0,345,,,0.0,,,,
14,13,1008.8,,25.6,,70,1.8,341,,,0.0,,,,
15,14,1008.1,,25.6,,68,2.4,327,,,0.0,,,,
16,15,1008.1,,24.5,,80,3.7,328,,,0.0,,,,
17,16,1008.0,,24.3,,81,3.4,340,,,0.0,,,,
18,17,1008.0,,23.9,,81,4.3,347,,,0.0,,,,
19,18,1008.3,,23.7,,69,3.9,349,,,0.0,,,,
20,19,1008.5,,22.5,,82,3.0,337,,,0.0,,,,
21,20,1008.9,,22.1,,90,4.0,344,,,0.0,,,,
22,21,1009.7,,21.8,,89,4.3,348,,,0.0,,,,
23,22,1010.3,,21.3,,93,4.6,352,,,0.0,,,,
24,23,1010.3,,21.2,,95,3.1,351,,,0.0,,,,
25,24,1009.6,,21.2,,96,1.7,42,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-04-31,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,
6,5,,,,,,,,,,,,,,
7,6,,,,,,,,,,,,,,
8,7,,,,,,,,,,,,,,
9,8,,,,,,,,,,,,,,
10,9,,,,,,,,,,,,,,
11,10,,,,,,,,,,,,,,
12,11,,,,,,,,,,,,,,
13,12,,,,,,,,,,,,,,
14,13,,,,,,,,,,,,,,
15,14,,,,,,,,,,,,,,
16,15,,,,,,,,,,,,,,
17,16,,,,,,,,,,,,,,
18,17,,,,,,,,,,,,,,
19,18,,,,,,,,,,,,,,
20,19,,,,,,,,,,,,,,
21,20,,,,,,,,,,,,,,
22,21,,,,,,,,,,,,,,
23,22,,,,,,,,,,,,,,
24,23,,,,,,,,,,,,,,
25,24,,,,,,,,,,,,,,
0,測站:C0K440_二崙,,觀測時間:2016-05-01,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1008.6,,21.5,,92,1.1,24,,,0.0,,,,
3,2,1007.9,,21.7,,90,1.1,103,,,0.0,,,,
4,3,1007.7,,21.9,,90,0.3,168,,,0.0,,,,
5,4,1008.4,,21.3,,97,3.9,328,,,0.0,,,,
6,5,1009.0,,21.9,,96,3.3,354,,,0.0,,,,
7,6,1009.5,,21.7,,98,3.9,360,,,0.0,,,,
8,7,1010.4,,21.5,,99,3.6,5,,,0.0,,,,
9,8,1010.5,,20.8,,99,1.5,69,,,2.0,,,,
10,9,1010.9,,21.1,,99,1.4,57,,,1.5,,,,
11,10,1011.1,,21.1,,99,1.0,57,,,3.5,,,,
12,11,1010.4,,22.4,,96,1.4,84,,,3.0,,,,
13,12,1009.9,,23.1,,97,1.1,46,,,0.0,,,,
14,13,1009.7,,23.0,,99,1.6,320,,,0.5,,,,
15,14,1008.7,,22.8,,99,1.4,25,,,2.0,,,,
16,15,1008.0,,23.6,,95,2.5,32,,,0.0,,,,
17,16,1007.5,,24.6,,82,2.5,27,,,0.0,,,,
18,17,1007.2,,24.5,,87,2.0,9,,,0.0,,,,
19,18,1007.4,,24.5,,92,1.2,12,,,0.0,,,,
20,19,1007.9,,23.8,,95,1.4,350,,,0.0,,,,
21,20,1008.4,,23.3,,98,1.5,341,,,0.0,,,,
22,21,1008.9,,23.0,,98,1.5,19,,,0.0,,,,
23,22,1009.5,,23.0,,98,1.3,11,,,0.0,,,,
24,23,1009.1,,23.0,,97,1.5,29,,,0.0,,,,
25,24,1008.4,,23.0,,95,1.6,75,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-05-02,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1008.1,,22.5,,98,0.2,0,,,0.0,,,,
3,2,1007.4,,22.7,,99,0.3,105,,,0.0,,,,
4,3,1007.0,,22.5,,96,0.4,88,,,0.0,,,,
5,4,1006.8,,22.4,,93,0.9,76,,,0.0,,,,
6,5,1007.0,,22.3,,93,0.9,85,,,0.0,,,,
7,6,1007.7,,22.4,,92,1.3,84,,,0.0,,,,
8,7,1008.4,,24.7,,83,0.6,78,,,0.0,,,,
9,8,1009.0,,27.9,,70,0.3,73,,,0.0,,,,
10,9,1009.1,,28.3,,74,1.8,189,,,0.0,,,,
11,10,1008.9,,28.6,,74,2.5,184,,,0.0,,,,
12,11,1008.3,,29.8,,71,3.4,189,,,0.0,,,,
13,12,1008.2,,29.5,,72,3.6,186,,,0.0,,,,
14,13,1007.7,,28.9,,80,2.0,226,,,0.0,,,,
15,14,1007.6,,27.8,,92,2.3,239,,,0.0,,,,
16,15,1006.7,,27.7,,95,2.8,204,,,1.5,,,,
17,16,1006.1,,28.0,,79,2.9,166,,,0.0,,,,
18,17,1005.9,,28.7,,85,2.7,189,,,0.0,,,,
19,18,1006.0,,27.9,,88,3.5,192,,,0.0,,,,
20,19,1006.4,,26.9,,96,2.3,184,,,0.0,,,,
21,20,1007.3,,26.3,,99,2.5,174,,,0.0,,,,
22,21,1008.0,,25.9,,100,1.8,188,,,0.0,,,,
23,22,1008.2,,25.6,,100,1.9,176,,,0.0,,,,
24,23,1007.8,,25.2,,100,3.1,169,,,0.0,,,,
25,24,1007.3,,24.8,,100,2.2,172,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-05-03,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1006.9,,25.0,,100,1.3,175,,,0.0,,,,
3,2,1006.6,,24.7,,99,0.4,137,,,0.0,,,,
4,3,1007.1,,24.0,,99,0.5,50,,,0.0,,,,
5,4,1007.4,,24.3,,99,1.1,140,,,0.0,,,,
6,5,1007.4,,24.0,,99,2.2,159,,,0.0,,,,
7,6,1008.1,,24.2,,98,1.1,158,,,0.0,,,,
8,7,1009.1,,25.8,,95,0.3,184,,,0.0,,,,
9,8,1009.2,,26.8,,87,1.5,108,,,0.0,,,,
10,9,1008.1,,28.2,,83,3.4,157,,,0.0,,,,
11,10,1007.7,,29.1,,77,4.2,181,,,0.0,,,,
12,11,1007.6,,30.2,,74,3.6,217,,,0.0,,,,
13,12,1007.4,,30.4,,66,4.0,223,,,0.0,,,,
14,13,1006.9,,30.8,,67,3.3,233,,,0.0,,,,
15,14,1006.4,,30.5,,65,3.4,238,,,0.0,,,,
16,15,1006.6,,29.8,,70,2.5,211,,,0.0,,,,
17,16,1006.3,,29.2,,72,3.0,209,,,0.0,,,,
18,17,1006.7,,28.5,,75,2.8,213,,,0.0,,,,
19,18,1007.3,,27.6,,84,2.1,216,,,0.0,,,,
20,19,1007.8,,26.9,,89,1.5,221,,,0.0,,,,
21,20,1008.1,,26.2,,93,1.1,214,,,0.0,,,,
22,21,1008.7,,26.4,,93,0.0,0,,,0.0,,,,
23,22,1009.3,,26.0,,96,1.2,176,,,0.0,,,,
24,23,1009.2,,26.0,,96,1.5,166,,,0.0,,,,
25,24,1008.5,,25.7,,98,1.1,162,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-05-04,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1008.3,,25.6,,98,1.1,163,,,0.0,,,,
3,2,1008.2,,25.2,,99,1.5,173,,,0.0,,,,
4,3,1008.1,,25.1,,99,1.6,171,,,0.0,,,,
5,4,1008.3,,25.1,,98,0.2,0,,,0.0,,,,
6,5,1008.6,,24.8,,100,0.5,47,,,0.0,,,,
7,6,1008.7,,24.9,,98,0.5,97,,,0.0,,,,
8,7,1009.1,,25.7,,94,1.1,148,,,0.0,,,,
9,8,1009.6,,27.4,,87,2.4,168,,,0.0,,,,
10,9,1009.5,,27.7,,84,2.0,195,,,0.0,,,,
11,10,1009.3,,28.8,,77,2.9,178,,,0.0,,,,
12,11,1009.1,,29.1,,74,2.5,229,,,0.0,,,,
13,12,1009.0,,29.6,,76,2.1,256,,,0.0,,,,
14,13,1008.8,,29.2,,72,3.1,257,,,0.0,,,,
15,14,1008.3,,28.8,,79,3.3,277,,,0.0,,,,
16,15,1008.0,,28.9,,77,3.1,278,,,0.0,,,,
17,16,1007.4,,29.1,,78,1.3,284,,,0.0,,,,
18,17,1007.5,,28.6,,83,2.0,297,,,0.0,,,,
19,18,1007.6,,28.1,,86,0.9,302,,,0.0,,,,
20,19,1008.2,,27.2,,92,1.2,300,,,0.0,,,,
21,20,1008.8,,26.5,,97,1.5,325,,,0.0,,,,
22,21,1009.4,,26.5,,96,0.9,323,,,0.0,,,,
23,22,1009.5,,26.7,,95,0.0,0,,,0.0,,,,
24,23,1009.0,,26.8,,95,0.0,0,,,0.0,,,,
25,24,1008.4,,26.7,,95,0.0,0,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2016-05-05,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
